,Perturbation,Interphase,Interobserver
wavelet_HHL_glcm_MCC,0.578384417,0.7080905810231849,0.5314683990919885
wavelet_HHL_glcm_MaximumProbability,0.860236945,0.8532097597733409,0.7147178456447072
wavelet_HHL_glcm_SumAverage,0.102955098,0.5984755705839432,0.4853922428217535
wavelet_HHL_glcm_SumEntropy,0.881682152,0.8866411502283201,0.8315146603499077
wavelet_HHL_glcm_SumSquares,0.840779576,0.8769183820423732,0.7596029490440076
wavelet_HHL_glrlm_GrayLevelNonUniformity,0.993463227,0.9925519886285072,0.6353313533945993
wavelet_HHL_glrlm_GrayLevelNonUniformityNormalized,0.896030972,0.8878033235693115,0.8201717448953407
wavelet_HHL_glrlm_GrayLevelVariance,0.852933936,0.874593084481894,0.7615449868621772
wavelet_HHL_glrlm_HighGrayLevelRunEmphasis,0.112095102,0.6015353658464356,0.5077344171692233
wavelet_HHL_glrlm_LongRunEmphasis,0.853731227,0.8731979472243286,0.5506905068307086
wavelet_HHL_glrlm_LongRunHighGrayLevelEmphasis,0.616023712,0.6253209521337888,0.4948982500892185
wavelet_HHL_glrlm_LongRunLowGrayLevelEmphasis,0.473089364,0.6135867109878073,0.3366108892797846
wavelet_HHL_glrlm_LowGrayLevelRunEmphasis,0.522190298,0.5674923357532164,0.2344894232047701
wavelet_HHL_glrlm_RunEntropy,0.870384056,0.8762337925092553,0.8012395993880527
wavelet_HHL_glrlm_RunLengthNonUniformity,0.995598329,0.9957796631243204,0.8516447429475437
wavelet_HHL_glrlm_RunLengthNonUniformityNormalized,0.925889699,0.9111377277407664,0.7757708106775855
wavelet_HHL_glrlm_RunPercentage,0.921273852,0.905667398693764,0.7730425292132216
wavelet_HHL_glrlm_RunVariance,0.792093383,0.8389095134218608,0.388732357071069
wavelet_HHL_glrlm_ShortRunEmphasis,0.921844596,0.9073944390570594,0.7644858546266351
wavelet_HHL_glrlm_ShortRunHighGrayLevelEmphasis,0.170082882,0.6257788631765181,0.544767222586292
wavelet_HHL_glrlm_ShortRunLowGrayLevelEmphasis,0.570330355,0.5828902403814856,0.2463226633817191
wavelet_HHL_glszm_GrayLevelNonUniformity,0.996637373,0.9960953353202174,0.9053955392763434
wavelet_HHL_glszm_GrayLevelNonUniformityNormalized,0.848316984,0.8741670691189811,0.801504637744064
wavelet_HHL_glszm_GrayLevelVariance,0.855290497,0.8737152688477373,0.7178638999952295
wavelet_HHL_glszm_HighGrayLevelZoneEmphasis,0.120834452,0.5987365036729471,0.5050708607652422
wavelet_HHL_glszm_LargeAreaEmphasis,0.903059097,0.8707505742284671,0.0462383198825631
wavelet_HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.869449964,0.8130899464711532,0.0600187093873957
wavelet_HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.864302829,0.8439257025020636,0.0372012026801822
wavelet_HHL_glszm_LowGrayLevelZoneEmphasis,0.52793646,0.559346519245231,0.3115543017518014
wavelet_HHL_glszm_SizeZoneNonUniformity,0.973257941,0.9617104673799206,0.8923163749847589
wavelet_HHL_glszm_SizeZoneNonUniformityNormalized,0.901205038,0.8743344059577663,0.5827885469997749
wavelet_HHL_glszm_SmallAreaEmphasis,0.90193553,0.8743767448298271,0.5995643494154783
wavelet_HHL_glszm_SmallAreaHighGrayLevelEmphasis,0.325914822,0.6453706239221763,0.5526853239117965
wavelet_HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.571375149,0.581891244103892,0.3268067874546906
wavelet_HHL_glszm_ZoneEntropy,0.914350135,0.820160840436206,0.3728007397162848
wavelet_HHL_glszm_ZonePercentage,0.926384216,0.924331315468075,0.7643673266774238
wavelet_HHL_glszm_ZoneVariance,0.903062368,0.8707619169596356,0.0462300989146591
wavelet_HHL_gldm_DependenceEntropy,0.899742145,0.8634263512291237,0.6255618041021058
wavelet_HHL_gldm_DependenceNonUniformity,0.991060093,0.9865020390100676,0.8362566020130344
wavelet_HHL_gldm_DependenceNonUniformityNormalized,0.926261719,0.9168559562024584,0.7383292383283091
wavelet_HHL_gldm_DependenceVariance,0.864175775,0.8651239417201229,0.7328846312483727
wavelet_HHL_gldm_GrayLevelNonUniformity,0.985530581,0.9840330348711316,0.3067873893793711
wavelet_HHL_gldm_GrayLevelVariance,0.855032275,0.8755916158330781,0.761319177916183
wavelet_HHL_gldm_HighGrayLevelEmphasis,0.111841741,0.6017063989865598,0.5076651006985198
wavelet_HHL_gldm_LargeDependenceEmphasis,0.892239464,0.8809272258951845,0.712891611545292
wavelet_HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.812393334,0.8035855346238585,0.6700784591662876
wavelet_HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.774096151,0.8191419159351505,0.6743811365121165
wavelet_HHL_gldm_LowGrayLevelEmphasis,0.520509042,0.5682032329356126,0.2282023702835376
wavelet_HHL_gldm_SmallDependenceEmphasis,0.921711969,0.920686628583077,0.7552930778547515
wavelet_HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.775963804,0.8456177824647311,0.7414509964943518
wavelet_HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.746374366,0.7574623347947017,0.2792393779276442
wavelet_HHL_ngtdm_Busyness,0.979005959,0.9871039689870008,0.778095618605584
wavelet_HHL_ngtdm_Coarseness,0.976160824,0.9987865179324816,0.1891692951607597
wavelet_HHL_ngtdm_Complexity,0.736516418,0.7407430083034002,0.7649220179409334
wavelet_HHL_ngtdm_Contrast,0.867096946,0.8987242071820604,0.1580005497114383
wavelet_HHL_ngtdm_Strength,0.964437312,0.987941081050777,0.205285069009539
wavelet_HHH_firstorder_10Percentile,0.991827468,0.9827361543048186,0.988533663007153
wavelet_HHH_firstorder_90Percentile,0.991968916,0.9816629462235424,0.9892746336381052
wavelet_HHH_firstorder_Energy,0.99583083,0.9574784880110264,0.9559118347133424
wavelet_HHH_firstorder_Entropy,0.862804939,0.8204552075261984,0.8515616813392567
wavelet_HHH_firstorder_InterquartileRange,0.993314903,0.9824841081082968,0.9833570131369948
wavelet_HHH_firstorder_Kurtosis,0.804867129,0.7624337305693025,0.7353636902191462
wavelet_HHH_firstorder_Maximum,0.949977199,0.9559192623123576,0.9600876118909474
wavelet_HHH_firstorder_MeanAbsoluteDeviation,0.992217359,0.982867579342215,0.9881940102815008
wavelet_HHH_firstorder_Mean,0.045614073,0.7042682829686625,0.1795010889985833
wavelet_HHH_firstorder_Median,0.056209209,0.5883588832306416,0.389655507336011
wavelet_HHH_firstorder_Minimum,0.950155256,0.9313659020048626,0.955482364586178
wavelet_HHH_firstorder_Range,0.958326928,0.948818071825036,0.9658895796125162
wavelet_HHH_firstorder_RobustMeanAbsoluteDeviation,0.993240848,0.9825429545930354,0.985552710877094
wavelet_HHH_firstorder_RootMeanSquared,0.99102996,0.9827075313398812,0.9893767762935536
wavelet_HHH_firstorder_Skewness,0.416674479,0.6981667445139758,0.6172369939893054
wavelet_HHH_firstorder_TotalEnergy,0.99583083,0.9550700861439052,0.9582759373481504
wavelet_HHH_firstorder_Uniformity,0.878195197,0.8286450751512047,0.8201132829980908
wavelet_HHH_firstorder_Variance,0.991214141,0.948975855943323,0.968731787835234
wavelet_HHH_glcm_Autocorrelation,0.127484534,0.3906868134714084,0.4912329301241534
wavelet_HHH_glcm_ClusterProminence,0.717951005,0.7671880830545327,0.4383735874920676
wavelet_HHH_glcm_ClusterShade,0.103047936,0.6712496001542884,0.3636248138728291
wavelet_HHH_glcm_ClusterTendency,0.808182399,0.801838858650278,0.7404075755280404
wavelet_HHH_glcm_Contrast,0.811993016,0.8070440823748218,0.7398358002586831
wavelet_HHH_glcm_Correlation,0.89071301,0.9501901552185982,0.93975319820269
wavelet_HHH_glcm_DifferenceAverage,0.852447167,0.8220974145465886,0.8312193672330316
wavelet_HHH_glcm_DifferenceEntropy,0.856190086,0.821632341209375,0.8663998221823068
wavelet_HHH_glcm_DifferenceVariance,0.802939699,0.7967176450832417,0.7742563731830125
wavelet_HHH_glcm_Id,0.885621085,0.8378856935596167,0.8532913240907327
wavelet_HHH_glcm_Idm,0.887953862,0.8395049178736813,0.8535273822002406
wavelet_HHH_glcm_Idmn,0.819827739,0.8093670695446175,0.7699387262988412
wavelet_HHH_glcm_Idn,0.859873907,0.825123745461516,0.8435428500948396
wavelet_HHH_glcm_Imc1,0.949775164,0.970570309499872,0.351225444371296
wavelet_HHH_glcm_Imc2,0.957110122,0.9660504279792258,0.853173430451069
wavelet_HHH_glcm_InverseVariance,0.847938263,0.8311369791515258,0.8539117956165047
wavelet_HHH_glcm_JointAverage,0.140933608,0.3952691696309932,0.4993914078250181
wavelet_HHH_glcm_JointEnergy,0.855217672,0.7981734983614089,0.7068173474470959
wavelet_HHH_glcm_JointEntropy,0.859125966,0.8132676173665494,0.8489207750706689
wavelet_HHH_glcm_MCC,0.578798639,0.6844915392729101,0.642090795072172
wavelet_HHH_glcm_MaximumProbability,0.844213398,0.7981513991750886,0.7348763036245501
wavelet_HHH_glcm_SumAverage,0.140933608,0.3952691696309931,0.4993914078250178
wavelet_HHH_glcm_SumEntropy,0.857741938,0.8175294129217012,0.8460378501260912
wavelet_HHH_glcm_SumSquares,0.810226154,0.804341296561246,0.7400776029119044
wavelet_HHH_glrlm_GrayLevelNonUniformity,0.991884866,0.9894198279219216,0.5141787775244502
wavelet_HHH_glrlm_GrayLevelNonUniformityNormalized,0.871906776,0.8292912753093198,0.8415184235729568
wavelet_HHH_glrlm_GrayLevelVariance,0.818370578,0.7995834739069004,0.7503869156129077
wavelet_HHH_glrlm_HighGrayLevelRunEmphasis,0.160154293,0.399004678964577,0.5047552100594266
wavelet_HHH_glrlm_LongRunEmphasis,0.810788827,0.8255806840572668,0.4208020008682083
wavelet_HHH_glrlm_LongRunHighGrayLevelEmphasis,0.689046057,0.4478112095016509,0.2236275369657965
wavelet_HHH_glrlm_LongRunLowGrayLevelEmphasis,0.58163065,0.4455522438438647,0.4367412044724729
wavelet_HHH_glrlm_LowGrayLevelRunEmphasis,0.557081726,0.424716019859397,0.2657206382591185
wavelet_HHH_glrlm_RunEntropy,0.839447335,0.7991518037411313,0.8269678661081571
wavelet_HHH_glrlm_RunLengthNonUniformity,0.995109209,0.9973152946160416,0.8054416682847311
wavelet_HHH_glrlm_RunLengthNonUniformityNormalized,0.911296042,0.8723657453509477,0.789646217754817
wavelet_HHH_glrlm_RunPercentage,0.908639053,0.867171734621285,0.7833885178802935
wavelet_HHH_glrlm_RunVariance,0.738741342,0.7943070048512059,0.2938801747523556
wavelet_HHH_glrlm_ShortRunEmphasis,0.909667897,0.8680142083743998,0.780295393884801
wavelet_HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.295114737,0.4251682644539233,0.553282291222052
wavelet_HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.604038178,0.4465422655998979,0.2672901790956153
wavelet_HHH_glszm_GrayLevelNonUniformity,0.99709544,0.9972790829143012,0.8650796590974669
wavelet_HHH_glszm_GrayLevelNonUniformityNormalized,0.81966826,0.7978289881146347,0.7843291357546853
wavelet_HHH_glszm_GrayLevelVariance,0.827730841,0.7964469238610216,0.7210590901654625
wavelet_HHH_glszm_HighGrayLevelZoneEmphasis,0.169436961,0.3964282880343063,0.5025689538860312
wavelet_HHH_glszm_LargeAreaEmphasis,0.909743399,0.8557348315078644,0.0895409778176515
wavelet_HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.901333792,0.7869231462713139,0.0905633239954094
wavelet_HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.864140496,0.846480550281943,0.0892726497263264
wavelet_HHH_glszm_LowGrayLevelZoneEmphasis,0.602895075,0.448613150201499,0.2814486816578179
wavelet_HHH_glszm_SizeZoneNonUniformity,0.977808236,0.969867365728594,0.9016525490919468
wavelet_HHH_glszm_SizeZoneNonUniformityNormalized,0.848700784,0.7899319777329842,0.5671604460230139
wavelet_HHH_glszm_SmallAreaEmphasis,0.846720474,0.7977001525986447,0.5844635095297626
wavelet_HHH_glszm_SmallAreaHighGrayLevelEmphasis,0.281300223,0.4201209279244974,0.5449597912534697
wavelet_HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.659946566,0.4941014416264632,0.2559712154407926
wavelet_HHH_glszm_ZoneEntropy,0.814884393,0.7302181878039841,0.5383645509599936
wavelet_HHH_glszm_ZonePercentage,0.911915971,0.8880925456617433,0.7570697235181688
wavelet_HHH_glszm_ZoneVariance,0.909746807,0.8557700199697317,0.0895278653986122
wavelet_HHH_gldm_DependenceEntropy,0.885255833,0.8233089090172873,0.6356713279515174
wavelet_HHH_gldm_DependenceNonUniformity,0.988033464,0.985994629996804,0.7901502698709368
wavelet_HHH_gldm_DependenceNonUniformityNormalized,0.912606665,0.8773707181425612,0.7878816164066085
wavelet_HHH_gldm_DependenceVariance,0.840166812,0.8275929022253286,0.7376353745635711
wavelet_HHH_gldm_GrayLevelNonUniformity,0.984593904,0.9821067635754396,0.3963762236637222
wavelet_HHH_gldm_GrayLevelVariance,0.820902691,0.8014729421017955,0.7494688270207169
wavelet_HHH_gldm_HighGrayLevelEmphasis,0.160035951,0.3990938276645963,0.504994228687597
wavelet_HHH_gldm_LargeDependenceEmphasis,0.875294246,0.8352501601566703,0.7020881647646792
wavelet_HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.84437584,0.7106926518565,0.5433327266989909
wavelet_HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.786843649,0.7768980668447126,0.7250181392151978
wavelet_HHH_gldm_LowGrayLevelEmphasis,0.553126058,0.423786979287489,0.2661271838756596
wavelet_HHH_gldm_SmallDependenceEmphasis,0.909727222,0.8817260776074257,0.7563725226071293
wavelet_HHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.829271172,0.7353900554427472,0.733635686432971
wavelet_HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.793487557,0.6768589678099376,0.2851020596536779
wavelet_HHH_ngtdm_Busyness,0.96320413,0.9863188260264804,0.5680120636988829
wavelet_HHH_ngtdm_Coarseness,0.98364477,0.9982277122141956,0.2000599243933985
wavelet_HHH_ngtdm_Complexity,0.655110919,0.6148082601967054,0.7773218552520367
wavelet_HHH_ngtdm_Contrast,0.864644175,0.8542826448914674,0.0419067376652761
wavelet_HHH_ngtdm_Strength,0.963800093,0.9768039652509938,0.2552449851419993
wavelet_LLL_firstorder_10Percentile,0.976219717,0.9519794250902524,0.5670005438794
wavelet_LLL_firstorder_90Percentile,0.999312552,0.9832378892050446,0.9894095504569232
wavelet_LLL_firstorder_Energy,0.998685461,0.969237329746725,0.9839446991679972
wavelet_LLL_firstorder_Entropy,0.886938471,0.8265819291501753,0.7836205946991702
wavelet_LLL_firstorder_InterquartileRange,0.980963497,0.9482729377182167,0.7630902640829254
wavelet_LLL_firstorder_Kurtosis,0.507577974,0.7888006720999512,0.5340366720817739
wavelet_LLL_firstorder_Maximum,0.975401158,0.973652301409798,0.9982801922758252
wavelet_LLL_firstorder_MeanAbsoluteDeviation,0.990370745,0.9651999695412576,0.8234896822613679
wavelet_LLL_firstorder_Mean,0.996522784,0.973299967386329,0.9013081226118064
wavelet_LLL_firstorder_Median,0.995017154,0.9681087457853936,0.8665489575531031
wavelet_LLL_firstorder_Minimum,0.911246457,0.8911182482841473,0.1798670521955255
wavelet_LLL_firstorder_Range,0.973928428,0.9663792743503676,0.9565762331383092
wavelet_LLL_firstorder_RobustMeanAbsoluteDeviation,0.985472433,0.953036749116404,0.7771050853331337
wavelet_LLL_firstorder_RootMeanSquared,0.997693584,0.9758512154604072,0.9421770574804804
wavelet_LLL_firstorder_Skewness,0.942640668,0.8301993457331025,0.594100573226825
wavelet_LLL_firstorder_TotalEnergy,0.998685461,0.9689310105382712,0.9831076508813644
wavelet_LLL_firstorder_Uniformity,0.880257425,0.8200025572678413,0.679267243044351
wavelet_LLL_firstorder_Variance,0.99258879,0.9552246249213918,0.727745430556774
wavelet_LLL_glcm_Autocorrelation,0.934593448,0.8382688032110014,0.7547540781859626
wavelet_LLL_glcm_ClusterProminence,0.827686582,0.6209438259920059,0.3323972595545444
wavelet_LLL_glcm_ClusterShade,0.902137912,0.7142242163270472,0.3586746723064231
wavelet_LLL_glcm_ClusterTendency,0.864447249,0.6873312320369406,0.4524084143875473
wavelet_LLL_glcm_Contrast,0.896159804,0.8872920134698954,0.7713583510636498
wavelet_LLL_glcm_Correlation,0.905516198,0.845528541268085,0.5336036024254892
wavelet_LLL_glcm_DifferenceAverage,0.92733056,0.8933796695711497,0.8407516739457359
wavelet_LLL_glcm_DifferenceEntropy,0.92729452,0.8859340511843241,0.8569202844636304
wavelet_LLL_glcm_DifferenceVariance,0.882687619,0.8646188384023693,0.830957881206788
wavelet_LLL_glcm_Id,0.945994809,0.9000792973090567,0.7978810994746851
wavelet_LLL_glcm_Idm,0.946686719,0.8997241934891973,0.7938904331784166
wavelet_LLL_glcm_Idmn,0.901035148,0.8877611454382929,0.8069175164613768
wavelet_LLL_glcm_Idn,0.93153785,0.894389236583119,0.8455879214463331
wavelet_LLL_glcm_Imc1,0.957373169,0.8548098753808153,0.4172203939366156
wavelet_LLL_glcm_Imc2,0.931493018,0.8060421345119818,0.4918042625599043
wavelet_LLL_glcm_InverseVariance,0.908156162,0.8869186360930307,0.859219616042782
wavelet_LLL_glcm_JointAverage,0.939753885,0.8353894040399658,0.7497850995326213
wavelet_LLL_glcm_JointEnergy,0.835887098,0.8431546274788335,0.4738160521105882
wavelet_LLL_glcm_JointEntropy,0.895255501,0.8364168630868676,0.7813747986053835
wavelet_LLL_glcm_MCC,0.86495845,0.7969055023545453,0.4385246543169776
wavelet_LLL_glcm_MaximumProbability,0.883741341,0.8216313406648798,0.4120734154212058
wavelet_LLL_glcm_SumAverage,0.939753885,0.8353894040399661,0.7497850995326211
wavelet_LLL_glcm_SumEntropy,0.879588298,0.7771638374553675,0.69607419950292
wavelet_LLL_glcm_SumSquares,0.865083244,0.7248707329090376,0.5276541078030476
wavelet_LLL_glrlm_GrayLevelNonUniformity,0.994591653,0.9859277759254078,0.6307277532727996
wavelet_LLL_glrlm_GrayLevelNonUniformityNormalized,0.878117497,0.8252907694556083,0.7312637031716135
wavelet_LLL_glrlm_GrayLevelVariance,0.881654176,0.7517039882466197,0.6391392659838321
wavelet_LLL_glrlm_HighGrayLevelRunEmphasis,0.937915064,0.8287865543743332,0.7014599305395202
wavelet_LLL_glrlm_LongRunEmphasis,0.929073198,0.9162438995726132,0.6393514914027342
wavelet_LLL_glrlm_LongRunHighGrayLevelEmphasis,0.95043061,0.7889770577698646,0.582863060542789
wavelet_LLL_glrlm_LongRunLowGrayLevelEmphasis,0.89804451,0.6127437770195715,0.245393874808779
wavelet_LLL_glrlm_LowGrayLevelRunEmphasis,0.903429137,0.5377309286664858,0.4816796636819316
wavelet_LLL_glrlm_RunEntropy,0.908921353,0.8110507641065823,0.5246834216834413
wavelet_LLL_glrlm_RunLengthNonUniformity,0.997159059,0.9966040777413636,0.851364720629907
wavelet_LLL_glrlm_RunLengthNonUniformityNormalized,0.959887573,0.9220500568136878,0.6753637635376246
wavelet_LLL_glrlm_RunPercentage,0.960126821,0.9238514950033232,0.682738069461542
wavelet_LLL_glrlm_RunVariance,0.928068397,0.9100023914346792,0.616081643476591
wavelet_LLL_glrlm_ShortRunEmphasis,0.955218951,0.9218272425761856,0.6700615176601724
wavelet_LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.937112502,0.8369606811811908,0.7276771348888311
wavelet_LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.900567974,0.5273413193594132,0.4954019243859085
wavelet_LLL_glszm_GrayLevelNonUniformity,0.99744796,0.9851532164289992,0.8552148346489495
wavelet_LLL_glszm_GrayLevelNonUniformityNormalized,0.852181631,0.8674771477826587,0.6695139005173829
wavelet_LLL_glszm_GrayLevelVariance,0.858729008,0.8150302373025464,0.7338574232251213
wavelet_LLL_glszm_HighGrayLevelZoneEmphasis,0.905294406,0.7912162560538384,0.6232865709835238
wavelet_LLL_glszm_LargeAreaEmphasis,0.920345764,0.8782945445991308,0.0143049724329411
wavelet_LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.985214317,0.8119685113717486,0.3720655812276526
wavelet_LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.741015413,0.5861730786444368,0.0008817216378052
wavelet_LLL_glszm_LowGrayLevelZoneEmphasis,0.843871514,0.4285293132456471,0.5569397954866777
wavelet_LLL_glszm_SizeZoneNonUniformity,0.98443401,0.9475473314044404,0.7983909921453347
wavelet_LLL_glszm_SizeZoneNonUniformityNormalized,0.899422861,0.8321647986666737,0.4712976051023907
wavelet_LLL_glszm_SmallAreaEmphasis,0.898574989,0.8280180720674089,0.4531477727753806
wavelet_LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.89624594,0.7984655789671663,0.7284120380749656
wavelet_LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.815678993,0.3494565648426259,0.3211798181193812
wavelet_LLL_glszm_ZoneEntropy,0.931588303,0.7858115327532824,0.2511568714977468
wavelet_LLL_glszm_ZonePercentage,0.958999693,0.9242222994269174,0.6673618274507086
wavelet_LLL_glszm_ZoneVariance,0.920386897,0.878159753372479,0.0142896957903203
wavelet_LLL_gldm_DependenceEntropy,0.963252182,0.9097391241101622,0.5406679581364434
wavelet_LLL_gldm_DependenceNonUniformity,0.996228728,0.9872098225162586,0.8238551795158926
wavelet_LLL_gldm_DependenceNonUniformityNormalized,0.956254114,0.9170990905682472,0.6940127807778653
wavelet_LLL_gldm_DependenceVariance,0.965566402,0.894349077561486,0.6424912891152103
wavelet_LLL_gldm_GrayLevelNonUniformity,0.991593063,0.9803224369366816,0.2771852250360762
wavelet_LLL_gldm_GrayLevelVariance,0.88353136,0.7453934571070387,0.6170416359039522
wavelet_LLL_gldm_HighGrayLevelEmphasis,0.940326814,0.8307404452083695,0.7048875974588241
wavelet_LLL_gldm_LargeDependenceEmphasis,0.953186537,0.916960839204788,0.6569032958791625
wavelet_LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.961654696,0.7837496741107385,0.5482593686393845
wavelet_LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.891474312,0.7470937060503651,0.1461290710970276
wavelet_LLL_gldm_LowGrayLevelEmphasis,0.900389085,0.5474421141320975,0.4356877558357664
wavelet_LLL_gldm_SmallDependenceEmphasis,0.953898882,0.9202318693758624,0.6395737012397668
wavelet_LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.930164693,0.8918867690940205,0.8463821905697158
wavelet_LLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.844365461,0.45046190668627,0.204416229258547
wavelet_LLL_ngtdm_Busyness,0.992620171,0.9439273087153168,0.3670184918511054
wavelet_LLL_ngtdm_Coarseness,0.975521121,0.9951514187439268,0.3132439055480308
wavelet_LLL_ngtdm_Complexity,0.867048674,0.84501978082013,0.6417314020164254
wavelet_LLL_ngtdm_Contrast,0.894911083,0.8228907389606791,0.1629753943373824
wavelet_LLL_ngtdm_Strength,0.956334633,0.982145809690966,0.2533154233218473
log_sigma_3_mm_3D_firstorder_10Percentile,0.994808983,0.9788175328206296,0.964974617909941
log_sigma_3_mm_3D_firstorder_90Percentile,0.959505636,0.9005732956949809,-0.0387745321683577
log_sigma_3_mm_3D_firstorder_Energy,0.996556123,0.9758421832094204,0.9285597000590649
log_sigma_3_mm_3D_firstorder_Entropy,0.939504364,0.8955084181745896,0.8150306601562153
log_sigma_3_mm_3D_firstorder_InterquartileRange,0.986718637,0.9717156604022852,0.9322681055200374
log_sigma_3_mm_3D_firstorder_Kurtosis,0.630365862,0.7964584908300453,0.6256456174080198
log_sigma_3_mm_3D_firstorder_Maximum,0.984019783,0.9669991974423516,0.8383390483329439
log_sigma_3_mm_3D_firstorder_MeanAbsoluteDeviation,0.992840191,0.9765309448550252,0.9570021162143564
log_sigma_3_mm_3D_firstorder_Mean,0.971990754,0.97122452823309,0.7422811886880243
log_sigma_3_mm_3D_firstorder_Median,0.969078291,0.9643262605311342,0.6562387254917785
log_sigma_3_mm_3D_firstorder_Minimum,0.979424136,0.9728395556907158,0.99924842400068
log_sigma_3_mm_3D_firstorder_Range,0.988953354,0.9784494499674335,0.9795635764923536
log_sigma_3_mm_3D_firstorder_RobustMeanAbsoluteDeviation,0.988868004,0.9727963170304692,0.9404504553501126
log_sigma_3_mm_3D_firstorder_RootMeanSquared,0.994965695,0.976963152795633,0.9365064746328586
log_sigma_3_mm_3D_firstorder_Skewness,0.912047094,0.8107301911513984,0.7127432930105647
log_sigma_3_mm_3D_firstorder_TotalEnergy,0.996556123,0.9768303567257084,0.9282868666214928
log_sigma_3_mm_3D_firstorder_Uniformity,0.938422434,0.8827458175334202,0.7046692698880996
log_sigma_3_mm_3D_firstorder_Variance,0.992963331,0.977102508567616,0.9299895504877936
log_sigma_3_mm_3D_glcm_Autocorrelation,0.876510831,0.80257255672206,0.7161772826569257
log_sigma_3_mm_3D_glcm_ClusterProminence,0.857175182,0.8594396109354439,0.6855334128885889
log_sigma_3_mm_3D_glcm_ClusterShade,0.848864865,0.7417463322563418,0.529227880718743
log_sigma_3_mm_3D_glcm_ClusterTendency,0.898395684,0.8699603837694507,0.7370547091258564
log_sigma_3_mm_3D_glcm_Contrast,0.926962909,0.94923700854142,0.6804368566995167
log_sigma_3_mm_3D_glcm_Correlation,0.784970707,0.9320064790358588,0.7753418230981944
log_sigma_3_mm_3D_glcm_DifferenceAverage,0.952559374,0.9421763451992722,0.839672134033754
log_sigma_3_mm_3D_glcm_DifferenceEntropy,0.946231852,0.9303286889108028,0.8897237850976659
log_sigma_3_mm_3D_glcm_DifferenceVariance,0.90380849,0.9408705548415832,0.815552600882407
log_sigma_3_mm_3D_glcm_Id,0.965859999,0.9311086942144428,0.8317880937204317
log_sigma_3_mm_3D_glcm_Idm,0.965785731,0.9296742737347872,0.8343026091961189
log_sigma_3_mm_3D_glcm_Idmn,0.929272552,0.9485227990987632,0.7412232037945808
log_sigma_3_mm_3D_glcm_Idn,0.955085396,0.940257671254757,0.8560720445152381
log_sigma_3_mm_3D_glcm_Imc1,0.917668137,0.9209125140449432,0.6830088324438173
log_sigma_3_mm_3D_glcm_Imc2,0.813898974,0.912208392463105,0.7966389125647335
log_sigma_3_mm_3D_glcm_InverseVariance,0.918525197,0.9281170167496507,0.8886074567056205
log_sigma_3_mm_3D_glcm_JointAverage,0.889175235,0.8094637008287356,0.7490340611057911
log_sigma_3_mm_3D_glcm_JointEnergy,0.928997546,0.8878164416646841,0.4802822614414689
log_sigma_3_mm_3D_glcm_JointEntropy,0.943344581,0.8887244088266216,0.800127449141031
log_sigma_3_mm_3D_glcm_MCC,0.648549318,0.8973902827039998,0.7852995291952866
log_sigma_3_mm_3D_glcm_MaximumProbability,0.946299311,0.861835031478223,0.4449127167861318
log_sigma_3_mm_3D_glcm_SumAverage,0.889175235,0.8094637008287354,0.7490340611057911
log_sigma_3_mm_3D_glcm_SumEntropy,0.928720346,0.8616416698157862,0.7171248759567437
log_sigma_3_mm_3D_glcm_SumSquares,0.90410415,0.8843678189695535,0.7677889849322075
log_sigma_3_mm_3D_glrlm_GrayLevelNonUniformity,0.997109412,0.9954406513557618,0.6629518731360577
log_sigma_3_mm_3D_glrlm_GrayLevelNonUniformityNormalized,0.935893767,0.8857165809548965,0.7849065702737112
log_sigma_3_mm_3D_glrlm_GrayLevelVariance,0.92171365,0.9088010606556064,0.8179933551922077
log_sigma_3_mm_3D_glrlm_HighGrayLevelRunEmphasis,0.870889915,0.7803455311339096,0.7351278602376169
log_sigma_3_mm_3D_glrlm_LongRunEmphasis,0.958349644,0.9465484495078516,0.6898201513833047
